A,Element,Z,N,Energy (keV),Energy Unc (keV),Ji,Thalf,E_gamma (keV),E_gamma Unc (keV),M Gamma,B_exp (W.u.),B_exp Unc (W.u.),twoJi,Nucleus,Jf,twoJf,ni,nf,Include
34,Cl,17,17,1887.14,5,2,1.2 PS 5,1740.74,10,M1+E2,0.0005,5,4,34Cl,3,6,2,1,True
34,Cl,17,17,1887.14,5,2,1.2 PS 5,1426.1,10,M1+E2,0.0009,4,4,34Cl,1,2,2,1,True
34,Cl,17,17,2376.5,4,4,150 FS 17,2230.1,4,(M1+E2),0.00022,15,8,34Cl,3,6,1,1,True
34,Cl,17,17,2580.4,2,1,33 FS 8,2580.3,,M1,0.038,10,2,34Cl,0,0,3,1,True
35,Cl,17,18,1219.29,11,1/2,126 FS 14,1219.3,2,M1+E2,0.095,11,1,35Cl,3/2,3,1,1,True
35,Cl,17,18,1763.04,7,5/2,0.39 PS 4,1763.13,10,M1+E2,0.00107,13,5,35Cl,3/2,3,1,1,True
35,Cl,17,18,2645.74,8,7/2,159 FS 21,882.84,10,M1+E2,0.017,3,7,35Cl,5/2,5,1,1,True
35,Cl,17,18,2693.75,8,3/2,33 FS 6,930.9,2,M1+E2,0.106,22,3,35Cl,5/2,5,2,1,True
35,Cl,17,18,2693.75,8,3/2,33 FS 6,2693.6,1,M1+E2,0.026,5,3,35Cl,3/2,3,2,1,True
35,Cl,17,18,2693.75,8,3/2,33 FS 6,1474.8,3,M1+E2,0.011,4,3,35Cl,1/2,1,2,1,True
35,Cl,17,18,3002.3,13,5/2,21 FS 4,3002.4,4,M1+E2,0.035,7,5,35Cl,3/2,3,2,1,True
35,Cl,17,18,3918.49,17,3/2,4.9 FS 14,3918.4,6,M1+E2,0.058,17,3,35Cl,3/2,3,3,1,True
35,Cl,17,18,3967.5,23,1/2,10 FS 3,2748.5,6,[M1],0.079,25,1,35Cl,1/2,1,2,1,True
35,Cl,17,18,4111.98,24,7/2,49 FS 11,2348.8,,M1+E2,0.015,4,7,35Cl,5/2,5,2,1,True
36,Cl,17,19,788.4328,4,3,14.7 PS 10,788.4236,4,M1+E2,0.0014,6,6,36Cl,2,4,1,1,True
36,Cl,17,19,1164.8799,9,1,6.9 PS 4,1164.86,5,M1+E2,0.00183,13,2,36Cl,2,4,1,1,True
36,Cl,17,19,2492.3035,22,2,40 FS 9,1327.396,4,M1+E2,0.16,4,4,36Cl,1,2,3,1,True
36,Cl,17,19,2492.3035,22,2,40 FS 9,532.904,4,M1+E2,0.024,>,4,36Cl,2,4,3,2,True
37,Cl,17,20,1726.58,4,1/2,0.13 PS 2,1726.4,2,M1+E2,0.031,5,1,37Cl,3/2,3,1,1,True
37,Cl,17,20,3086.12,7,5/2,37 FS 8,3086.2,2,M1+E2,0.013,3,5,37Cl,3/2,3,1,1,True
37,Cl,17,20,3707.79,9,3/2,44 FS 14,1981.2,,M1+E2,0.005,3,3,37Cl,1/2,1,3,1,True
37,Cl,17,20,4016.27,9,3/2,0.11 PS 4,2289.6,,M1+E2,0.003,12,3,37Cl,1/2,1,4,1,True
37,Cl,17,20,4016.27,9,3/2,0.11 PS 4,930.0,,M1+E2,0.11,5,3,37Cl,5/2,5,4,1,True
37,Cl,17,20,4016.27,9,3/2,0.11 PS 4,4016.0,,M1+E2,0.0008,4,3,37Cl,3/2,3,4,1,True
37,Cl,17,20,4801.21,11,5/2,7 FS LT,4800.9,,M1+E2,0.025,>,5,37Cl,3/2,3,3,1,True
37,Cl,17,20,5490.68,11,5/2,15 FS 6,1782.8,,M1+E2,0.08,4,5,37Cl,3/2,3,4,3,True
37,Cl,17,20,8812.18,18,17/2,0.38 PS 11,1791.6,3,M1+E2,0.0045,19,17,37Cl,15/2,15,2,1,True
34,Ar,18,16,3287.7,5,2,194 FS 35,1196.6,4,M1+E2,0.06,12,4,34Ar,2,4,2,1,True
36,Ar,18,18,4440.11,19,2,76 FS 14,2469.6,,M1+E2,0.0025,<,4,36Ar,2,4,2,1,True
36,Ar,18,18,7139.6,4,3,69 FS 35,2699.4,,M1+E2,0.008,4,6,36Ar,2,4,1,2,True
37,Ar,18,19,2796.15,8,5/2,14 FS 4,2796.04,22,M1+E2,0.069,20,5,37Ar,3/2,3,1,1,True
37,Ar,18,19,3170.0,5,5/2,56 FS 5,3169.9,5,M1+E2,0.0078,12,5,37Ar,3/2,3,2,1,True
37,Ar,18,19,3601.8,4,3/2,23 FS 5,3601.7,4,M1+E2,0.014,4,3,37Ar,3/2,3,2,1,True
37,Ar,18,19,3937.1,4,3/2,17 FS 10,3936.8,6,M1+E2,0.013,8,3,37Ar,3/2,3,3,1,True
37,Ar,18,19,3937.1,4,3/2,17 FS 10,2527.2,4,M1+E2,0.0013,14.0,3,37Ar,1/2,1,3,1,True
37,Ar,18,19,4283.87,25,7/2,28 FS 14,1488.1,3,M1+E2,0.023,13,7,37Ar,5/2,5,2,1,True
37,Ar,18,19,6150.45,24,13/2,3.1 PS 3,937.19,18,M1+E2,0.0064,9,13,37Ar,11/2,11,1,1,True
37,Ar,18,19,6473.28,24,15/2,4.9 PS 7,322.8,8,M1+E2,0.061,10,15,37Ar,13/2,13,1,1,True
38,Ar,18,20,8077.2,22,7,0.11 PS 3,1669.0,3,M1+E2,0.026,16.0,14,38Ar,6,12,1,1,True
37,K,19,18,2750.22,8,5/2,1.4 FS 3,2750.1,,M1+E2,0.73,16,5,37K,3/2,3,1,1,True
38,K,19,19,458.53,16,1,7.0 PS 6,328.1,2,M1,0.088,9.0,2,38K,0,0,1,1,True
38,K,19,19,1697.65,25,1,48 FS 10,1567.4,2,M1,0.119,32.0,2,38K,0,0,2,1,True
38,K,19,19,2401.12,19,2,52 FS 15,1942.5,1,M1+E2,0.053,24.0,4,38K,1,2,1,1,True
38,K,19,19,3341.1,8,1,38 FS LT,3210.7,7,[M1],0.014,>,2,38K,0,0,3,1,True
38,K,19,19,3855.8,19,1,83 FS LT,3725.4,19,[M1],0.0051,>,2,38K,0,0,4,1,True
39,K,19,20,2522.75,25,1/2,63 FS 6,2522.4,3,M1+E2,0.012,3,1,39K,3/2,3,1,1,True
39,K,19,20,3938.9,5,3/2,73 FS 14,1416.2,4,M1+E2,0.0063,34.0,3,39K,1/2,1,2,1,True
39,K,19,20,4095.6,4,1/2,60 FS 10,1572.5,3,[M1],0.08,18.0,1,39K,1/2,1,2,1,True
39,K,19,20,4514.3,13,5/2,19 FS 7,4514.0,14,M1+E2,0.006,6.0,5,39K,3/2,3,1,1,True
39,K,19,20,4930.3,4,3/2,21 FS 9,2407.4,3,M1+E2,0.013,<,3,39K,1/2,1,3,1,True
39,K,19,20,7776.31,22,17/2,1.0 PS 3,1301.18,11,M1+E2,0.0025,26.0,17,39K,15/2,15,1,1,True
39,Ca,20,19,4020.7,17,1/2,0.42 PS 12,1553.8,,[M1],0.011,7.0,1,39Ca,1/2,1,2,1,True
40,Ca,20,20,5248.79,5,2,83 FS +11-9,1344.4,3,M1+E2,8e-05,11.0,4,40Ca,2,4,2,1,True
